"row_id","value","n_parcels","shape_stratum","old_predicate_says_street","predicted_class","hand_label","agrees"
262,"MARTHA MAHAN TRUE 14333 DORSAL ST CORPUS CHRISTI TX 78418",1,"digit_not_leading",FALSE,"street","street",TRUE
263,"MONCTON NEW BRUNSWICK CANADA E1E 3N8 NONUS",1,"foreign",FALSE,"city_only","city_only",TRUE
264,"NAUCALPAN DE JUAREZ CIUDAD SATELITE MEXICO 53100 00000 MX",1,"foreign",FALSE,"city_only","city_only",TRUE
265,"NEW YORK NY 10038",2,"short_le22",FALSE,"city_only","city_only",TRUE
266,"NEWBURY PARK CA 91320",1,"short_le22",FALSE,"city_only","city_only",TRUE
267,"NT 405 E MARKET US",2,"short_le22",FALSE,"street","street",TRUE
268,"NT 9217 SEA PINE LN US",2,"short_le22",FALSE,"street","street",TRUE
269,"NT14 W MAIN STMERIDANCT US",5,"digit_not_leading",FALSE,"no_location","unparseable",FALSE
270,"NT2147WLAURELSTSANANTTX78201",1,"digit_not_leading",FALSE,"no_location","unparseable",FALSE
271,"ONE GALLERIA BLVD 1950 METAIRIE LA 70001",1,"spelled_number",FALSE,"street","street",TRUE
272,"ONE H R BLOCK WY 4400 FREDERICKSBURG RD 114 KANSAS CITY MO 64105",1,"spelled_number",FALSE,"street","street",TRUE
273,"ONE HORSESHOE BAY BLVD HORSESHOE BAY TX 78657",1,"spelled_number",FALSE,"street","street",TRUE
274,"ONE JERICHO PLZ JERICHO NY 11753",1,"spelled_number",FALSE,"street","street",TRUE
275,"ONE RIVERWY 2430 HOUSTON TX 77056",1,"spelled_number",FALSE,"street","street",TRUE
276,"PO BIX 700113 SAN ANTONIO TX 78270",1,"digit_not_leading",FALSE,"street","street",TRUE
277,"PO BOX 1030 BAY CITY TX 77404",1,"po_box",TRUE,"street","street",TRUE
278,"PO BOX 1287 POTH TX 78147",3,"po_box",TRUE,"street","street",TRUE
279,"PO BOX 131088 TYLER TX 75713",2,"po_box",TRUE,"street","street",TRUE
280,"PO BOX 1386 LA VERNIA TX 78121",1,"po_box",TRUE,"street","street",TRUE
281,"PO BOX 2612 AUSTIN TX 78768",1,"po_box",TRUE,"street","street",TRUE
282,"PO BOX 374 CHARLOTTE TX 78011",1,"po_box",TRUE,"street","street",TRUE
283,"PO BOX 378 MCQUEENEY TX 78123",2,"po_box",TRUE,"street","street",TRUE
284,"PO BOX 40045 AUSTIN TX 78704",1,"po_box",TRUE,"street","street",TRUE
285,"PO BOX 632253 LITTLETON CO 80130",1,"po_box",TRUE,"street","street",TRUE
286,"PO BOX 678 MARION TX 78124",2,"po_box",TRUE,"street","street",TRUE
287,"PO BOX 824 ELGIN TX 78621",1,"po_box",TRUE,"street","street",TRUE
288,"PO BOX 975 COCKEYSVILLE MD 21030",12,"po_box",TRUE,"street","street",TRUE
289,"PO BOX A3880 CHICAGO IL 60690",9,"po_box",TRUE,"street","street",TRUE
290,"PO BOX A3951 CHICAGO IL 60690",4,"po_box",TRUE,"street","street",TRUE
291,"PO BOX A3951 PO BOX A3951 IL 60690",1,"po_box",TRUE,"street","street",TRUE
292,"PO BOX BH003 SAN ANTONIO TX 78201",3,"po_box",TRUE,"street","street",TRUE
293,"PO BOX DD01 AUSTIN TX 78766",1,"po_box",TRUE,"street","street",TRUE
294,"PO BOX F277 ELMENDORF TX 78112",1,"po_box",TRUE,"street","street",TRUE
295,"PO BOX G2 SNOWMASS VILLAGE CO 81615",2,"po_box",TRUE,"street","street",TRUE
296,"PO BOX Q13 MILLBURN NJ 07041",2,"po_box",TRUE,"street","street",TRUE
297,"POBOX 119 RIO MEDINA TX 78066",7,"po_box",FALSE,"street","street",TRUE
298,"POBOX 141 PLEASANTON TX 78064",2,"po_box",FALSE,"street","street",TRUE
299,"PORFIRIO DIAZ 90 MEXICO CITY MX 03100",1,"foreign",FALSE,"street","street",TRUE
300,"PRIV ARECIBO 37 PARQUE SAN JUAN STA CLARA OCOYUCAN PUEBLA MEXICO 72830 MX",1,"foreign",FALSE,"street","street",TRUE
301,"PRIVADA DE LOS TAMARINDOS 32DEPTO 701 BOSQUS DE LAS LOMAS CUAJIMALPA 05120 MX",1,"foreign",FALSE,"street","street",TRUE
302,"PROPERTY TAX DEPT LUFKIN TX 75902",1,"digit_not_leading",FALSE,"city_only","city_only",TRUE
303,"ROUTE 20 BOX 178D SAN ANTONIO TX 78218",1,"rural_route",FALSE,"street","street",TRUE
304,"ROUTE 5 BOX 122 BB YORKTOWN TX 78164",1,"rural_route",FALSE,"street","street",TRUE
305,"RR 1 BOX 112 SAN MARCOS TX 78666",1,"rural_route",TRUE,"street","street",TRUE
306,"RR 1 BOX 136A LINDALE TX 75771",1,"rural_route",TRUE,"street","street",TRUE
307,"RR 1 BOX 156 HARWOOD TX 78632",1,"rural_route",TRUE,"street","street",TRUE
308,"RR 1 BOX 235 BEDIAS TX 77831",1,"rural_route",TRUE,"street","street",TRUE
309,"RR 1 BOX 50 NEW WAVERLY TX 77358",1,"rural_route",TRUE,"street","street",TRUE
310,"RR 2 BOX 901 TEN MILE TN 37880",1,"rural_route",TRUE,"street","street",TRUE
311,"RRFKAF TRUST 9550 125 ST SEMINOLE FL 33772",1,"rural_route",FALSE,"street","street",TRUE
312,"RT 1 BOX 758 ELGIN TX 78621",1,"rural_route",FALSE,"street","street",TRUE
313,"RT 2 BOX 117 BASTROP TX 78602",2,"rural_route",FALSE,"street","street",TRUE
314,"RT 3 BOX 267 BASTROP TX 78602",1,"rural_route",FALSE,"street","street",TRUE
315,"SALADO TX 76571",5,"short_le22",FALSE,"city_only","city_only",TRUE
316,"SALISBURY WILTSHIRE SP1 3HA US",1,"digit_not_leading",FALSE,"no_location","city_only",FALSE
317,"SAN ANTONIO TX 78213",32,"short_le22",FALSE,"city_only","city_only",TRUE
318,"SAN ANTONIO TX 78270",10,"short_le22",FALSE,"city_only","city_only",TRUE
319,"SAN PEDRO GARZA GARCIA NUEVO LEON 66220 MX",1,"foreign",FALSE,"city_only","city_only",TRUE
320,"SCHILLER DIANA L SAN ANTONIO TX 78201",1,"digit_not_leading",FALSE,"city_only","city_only",TRUE
321,"SHAH DHARTI SHAH SWAPNIL 700 SALTILLO PL FREMONT CA 94536",1,"highway",FALSE,"street","street",TRUE
322,"SHERRY LEEANN SPAAR TRUE 122 ACE LN 101 SAN MARCOS TX 78666",1,"highway",FALSE,"street","street",TRUE
323,"SHIOULING HUANG POMING TERRAZAS PATRICIA 3500 LOHMAN FORD RD 27 LEANDER TX 78645",3,"highway",FALSE,"street","street",TRUE
324,"SHIRLEY A MERKA 117 WATT DR ELGIN TX 78621",1,"highway",FALSE,"street","street",TRUE
325,"SIX DESTA DR 1100 MIDLAND TX 79705",1,"spelled_number",FALSE,"street","street",TRUE
326,"STATE HWY PUBLIC TRANS COMM AUSTIN TX US",1,"no_digits",FALSE,"city_only","city_only",TRUE
327,"T523202 5 000000000000000 0",1,"digit_not_leading",FALSE,"no_location","unparseable",FALSE
328,"TWO LINCOLN CENTRE 5420 LBJ FWY 800 DALLAS TX 75420",8,"spelled_number",FALSE,"street","street",TRUE
329,"TWO NEWTON PL 255 WASHINGTON ST NEWTON MA 2458",2,"spelled_number",FALSE,"street","street",TRUE
330,"TX 78133",1,"short_le22",FALSE,"no_location","no_location",TRUE
331,"UNKNOWN 0",1,"short_le22",FALSE,"no_location","no_location",TRUE
332,"UNKNOWN ADDRESS HOBSON TX",2,"no_digits",FALSE,"city_only","city_only",TRUE
333,"UNKNOWN ADDRESS UNKNOWN ADDRESS UNKNOWN ADDRESS UNKNOWN CITY UNKNOWN STATE UNKNOWN ZIP",796,"no_digits",FALSE,"no_location","no_location",TRUE
334,"UNKNOWN CITY US",1,"short_le22",FALSE,"no_location","no_location",TRUE
335,"UNKNOWN PER PO 25OCT96",1,"short_le22",FALSE,"no_location","no_location",TRUE
336,"URB PASEOS DE PLAN BONITO CABO ROJO PR 623",14,"digit_not_leading",FALSE,"no_location","city_only",FALSE
337,"VALPARAISO 308 COL GUADALUPE MONCLOVA COAHUILA MX",1,"foreign",FALSE,"street","street",TRUE
338,"VEN MARC ANN ROBIN BRETOW 42 CHATSWORTH CT OAKLAND CA 94611",1,"digit_not_leading",FALSE,"street","street",TRUE
339,"WILLIAM D BAILEY GUARDIAN ",15,"no_digits",FALSE,"no_location","no_location",TRUE
340,"Z1411110Z HONGO BUNKYOKU TO 113",1,"digit_not_leading",FALSE,"no_location","city_only",FALSE
